date,open,high,low,close,volume,date_unix
2020-02-10,10159.1,10200.0,9760.0,9850.1,5740.5375218401,1581292800
2020-02-11,9850.1,10409.2,9707.0,10273.2,7498.7879198605,1581379200
2020-02-12,10271.6,10486.9,10218.0,10354.6,6776.9375597403,1581465600
2020-02-13,10352.6,10516.6,10060.3,10241.6,7307.3106156803,1581552000
2020-02-14,10241.6,10390.0,10097.4,10370.8,3567.7507352901,1581638400
2020-02-15,10369.5,10400.0,9766.9,9904.6,3626.9633399001,1581724800
2020-02-16,9904.5,10046.8,9632.0,9923.9,3239.16987186,1581811200
2020-02-17,9921.1,9961.5,9476.4,9702.1,4759.2576566201,1581897600
2020-02-18,9702.2,10281.0,9615.0,10180.0,4946.6300276901,1581984000
2020-02-19,10180.3,10300.0,9346.0,9602.2,6771.7533708602,1582070400
2020-02-20,9602.0,9704.9,9350.0,9610.7,4154.0728687102,1582156800
2020-02-21,9608.5,9771.4,9562.8,9698.2,2778.86679125,1582243200
2020-02-22,9696.8,9717.6,9575.0,9671.5,1028.00120476,1582329600
2020-02-23,9670.0,10022.0,9666.0,9966.1,2462.42622628,1582416000
2020-02-24,9967.5,10022.8,9485.0,9664.6,4234.87059293,1582502400
2020-02-25,9661.8,9677.4,9244.0,9309.5,4373.8974711701,1582588800
2020-02-26,9307.7,9365.6,8645.0,8783.5,8419.1847236404,1582675200
2020-02-27,8783.3,8968.0,8516.3,8810.3,4871.4714351502,1582761600
2020-02-28,8814.5,8895.0,8439.3,8715.5,5456.7245992401,1582848000
2020-02-29,8706.8,8795.0,8526.6,8529.1,2241.96592406,1582934400
2020-03-01,8526.1,8750.0,8405.0,8530.0,3134.04788956,1583020800
2020-03-02,8518.8,8965.0,8486.9,8924.7,4758.5650670101,1583107200
2020-03-03,8918.4,8924.1,8662.5,8752.8,3892.82816455,1583193600
2020-03-04,8756.6,8844.0,8670.4,8758.7,3140.2803402,1583280000
2020-03-05,8758.4,9170.0,8758.4,9066.0,4762.4329099502,1583366400
2020-03-06,9065.8,9175.0,9001.9,9154.9,3664.4395100401,1583452800
2020-03-07,9154.8,9213.0,8856.0,8899.5,2985.5724461601,1583539200
2020-03-08,8891.1,8891.1,8003.1,8035.6,7188.9813506802,1583625600
2020-03-09,8039.8,8185.0,7634.3,7927.8,9972.5947514206,1583712000
2020-03-10,7929.1,8153.5,7735.0,7886.9,7321.2332085101,1583798400
2020-03-11,7889.6,7986.1,7589.0,7943.3,6679.2756971501,1583884800
2020-03-12,7961.3,7967.3,4672.3,4850.0,39800.7150522678,1583971200
2020-03-13,4850.0,5999.0,3913.1,5630.2,45110.8734250863,1584057600
2020-03-14,5630.2,5664.9,5057.0,5162.2,11373.5893899207,1584144000
2020-03-15,5163.1,6002.2,5092.6,5340.1,14972.4424172909,1584230400
2020-03-16,5339.7,5345.8,4331.7,5042.3,25217.6691396586,1584316800
2020-03-17,5044.0,5565.1,4942.0,5331.7,17512.038438331,1584403200
2020-03-18,5334.3,5450.0,5015.9,5415.2,17389.7709980307,1584489600
2020-03-19,5419.3,6433.6,5270.1,6184.5,21672.5679410094,1584576000
2020-03-20,6185.3,7020.0,5680.0,6206.8,22752.760208031,1584662400
2020-03-21,6207.0,6469.9,5850.0,6196.3,11088.6092702306,1584748800
2020-03-22,6196.3,6419.9,5748.7,5825.5,11834.2399782806,1584835200
2020-03-23,5820.6,6615.0,5688.1,6505.1,16490.5849178712,1584921600
2020-03-24,6498.4,6875.0,6404.0,6769.0,15187.887373891,1585008000
2020-03-25,6766.8,6985.0,6462.5,6689.9,12154.1155117607,1585094400
2020-03-26,6690.0,6796.2,6524.8,6767.0,7007.1245915401,1585180800
2020-03-27,6764.2,6869.0,6280.0,6376.4,9964.0639066103,1585267200
2020-03-28,6376.3,6376.4,6039.0,6251.8,9047.7771374403,1585353600
2020-03-29,6252.6,6281.1,5866.3,5875.0,6451.4807424904,1585440000
2020-03-30,5875.0,6640.0,5851.0,6403.2,11024.0514676406,1585526400
2020-03-31,6403.8,6525.0,6336.0,6422.1,6173.3858979202,1585612800
2020-04-01,6422.2,6710.0,6157.4,6662.9,11298.7525983404,1585699200
2020-04-02,6662.9,7269.0,6576.4,6803.8,18344.4551351203,1585785600
2020-04-03,6800.5,7053.3,6610.0,6738.6,11139.7987148103,1585872000
2020-04-04,6738.6,7002.0,6654.5,6873.2,6160.3625801401,1585958400
2020-04-05,6873.0,6910.1,6681.8,6779.4,3842.23364298,1586044800
2020-04-06,6778.7,7370.0,6774.2,7343.5,12052.0745513806,1586131200
2020-04-07,7342.3,7474.9,7080.0,7206.2,10959.2410923304,1586217600
2020-04-08,7204.7,7425.7,7157.0,7368.0,7513.6736831601,1586304000
2020-04-09,7366.3,7378.1,7091.9,7294.1,7172.4670971801,1586390400
2020-04-10,7294.1,7304.5,6750.0,6873.8,10944.2498138904,1586476800
2020-04-11,6873.7,6960.0,6771.4,6889.6,4297.11045169,1586563200
2020-04-12,6886.8,7216.5,6795.0,6903.7,7413.5186862402,1586649600
2020-04-13,6903.7,6903.9,6560.0,6861.6,10209.6361575801,1586736000
2020-04-14,6862.1,6985.0,6772.7,6874.5,5897.6506480901,1586822400
2020-04-15,6874.6,6938.8,6601.0,6619.8,6376.2926269101,1586908800
2020-04-16,6618.1,7212.2,6478.6,7114.9,14381.3916704506,1586995200
2020-04-17,7112.4,7157.8,6989.7,7034.1,5728.8110656301,1587081600
2020-04-18,7034.5,7300.0,7025.4,7259.0,4787.19773175,1587168000
2020-04-19,7258.9,7276.1,7066.2,7127.6,3469.26761388,1587254400
2020-04-20,7125.8,7224.0,6760.2,6839.2,7408.8908698702,1587340800
2020-04-21,6838.2,6952.6,6773.1,6852.1,4638.3789616501,1587427200
2020-04-22,6855.0,7165.0,6819.8,7136.9,5933.8700054501,1587513600
2020-04-23,7136.8,7790.0,7035.2,7485.0,11413.4616225206,1587600000
2020-04-24,7489.8,7610.0,7370.0,7507.8,7417.3253000701,1587686400
2020-04-25,7509.4,7731.8,7442.2,7550.1,5605.49059654,1587772800
2020-04-26,7550.0,7710.0,7480.0,7703.9,4518.4902268901,1587859200
2020-04-27,7706.6,7795.0,7629.7,7792.4,6358.90421104,1587945600
2020-04-28,7792.4,7794.9,7671.1,7755.8,4236.80566423,1588032000
2020-04-29,7753.0,8978.0,7727.6,8779.9,20471.0519069201,1588118400
2020-04-30,8779.9,9487.9,8410.0,8629.6,23985.3899256899,1588204800
2020-05-01,8628.3,9065.0,8628.3,8824.6,8508.4439557901,1588291200
2020-05-02,8831.0,9016.2,8756.4,8983.1,5759.2867137502,1588377600
2020-05-03,8983.2,9204.8,8714.0,8905.5,8379.6197731001,1588464000
2020-05-04,8910.9,8972.5,8534.0,8886.3,8240.8743195101,1588550400
2020-05-05,8890.7,9119.9,8780.0,9027.4,7421.4848058801,1588636800
2020-05-06,9027.4,9430.0,8921.0,9166.1,11362.0131333504,1588723200
2020-05-07,9163.1,10080.2,9037.0,10001.0,18206.7807422804,1588809600
2020-05-08,10001.4,10048.2,9727.5,9809.5,9783.4893822703,1588896000
2020-05-09,9808.4,9911.7,9518.0,9539.7,8004.0824532402,1588982400
2020-05-10,9530.5,9570.1,7995.6,8716.5,21269.6573926904,1589068800
2020-05-11,8724.9,9175.0,8190.0,8570.8,18291.8276888102,1589155200
2020-05-12,8570.8,8975.0,8531.8,8823.7,7354.1034119401,1589241600
2020-05-13,8818.1,9411.0,8808.1,9317.1,9472.1108776103,1589328000
2020-05-14,9317.1,9947.0,9256.9,9788.5,12966.0205340707,1589414400
2020-05-15,9788.5,9847.1,9128.0,9312.1,11082.9155863306,1589500800
2020-05-16,9310.5,9590.0,9221.1,9386.0,4905.1652807801,1589587200
2020-05-17,9379.3,9888.0,9317.1,9673.0,6998.2496379501,1589673600
2020-05-18,9675.6,9948.3,9400.0,9725.3,8025.3476343401,1589760000
2020-05-19,9726.0,9900.0,9465.0,9779.3,8433.8825293601,1589846400
2020-05-20,9779.2,9841.4,9310.0,9510.1,8928.3469999102,1589932800
2020-05-21,9510.1,9564.0,8800.0,9057.3,12850.7853323204,1590019200
2020-05-22,9057.5,9261.2,8925.0,9169.0,5948.2284644801,1590105600
2020-05-23,9169.9,9316.0,9072.5,9178.6,3223.80644681,1590192000
2020-05-24,9175.4,9300.0,8645.0,8715.1,6806.6889989801,1590278400
2020-05-25,8712.8,8975.0,8644.0,8898.1,6019.2598988301,1590364800
2020-05-26,8898.0,9012.0,8686.6,8841.7,5236.6655659401,1590451200
2020-05-27,8840.7,9226.0,8810.6,9213.9,6834.0499044601,1590537600
2020-05-28,9208.0,9625.0,9109.4,9577.9,8108.3575897002,1590624000
2020-05-29,9578.0,9608.6,9312.0,9425.0,6002.56934043,1590710400
2020-05-30,9424.9,9745.0,9330.0,9698.6,5071.7649756701,1590796800
2020-05-31,9699.9,9700.0,9380.0,9447.4,3643.43597021,1590883200
2020-06-01,9447.9,10370.0,9414.6,10206.2,9866.9511583503,1590969600
2020-06-02,10210.1,10235.0,9300.0,9525.4,14963.9576298209,1591056000
2020-06-03,9516.0,9690.0,9310.9,9664.1,4383.39531009,1591142400
2020-06-04,9670.0,9884.7,9465.0,9791.4,6818.3281426901,1591228800
2020-06-05,9792.1,9855.0,9537.9,9617.7,5121.00668816,1591315200
2020-06-06,9617.6,9731.2,9527.4,9672.0,2681.15313308,1591401600
2020-06-07,9668.7,9812.4,9386.6,9757.7,4869.61667609,1591488000
2020-06-08,9755.7,9800.0,9626.8,9780.9,3571.19983983,1591574400
2020-06-09,9782.0,9900.4,9560.3,9778.0,5905.61392668,1591660800
2020-06-10,9778.0,10000.0,9680.0,9892.4,5841.62377546,1591747200
2020-06-11,9892.2,9990.0,9090.5,9265.8,12247.9647187707,1591833600
2020-06-12,9265.8,9545.0,9234.0,9460.0,4753.4416040001,1591920000
2020-06-13,9459.9,9492.8,9353.8,9471.0,1910.81428241,1592006400
2020-06-14,9472.9,9475.0,9230.6,9330.4,2680.38680179,1592092800
2020-06-15,9328.4,9499.9,8905.0,9425.3,9823.8942829403,1592179200
2020-06-16,9425.3,9593.0,9385.0,9528.5,5563.3804824601,1592265600
2020-06-17,9527.5,9556.8,9233.4,9453.1,5393.86904625,1592352000
2020-06-18,9453.1,9480.0,9268.2,9381.5,3652.89691828,1592438400
2020-06-19,9381.5,9439.7,9219.9,9302.1,4506.12586124,1592524800
2020-06-20,9301.2,9394.9,9165.0,9355.6,2127.73045817,1592611200
2020-06-21,9357.0,9416.9,9280.0,9284.7,2014.19981502,1592697600
2020-06-22,9284.7,9780.0,9275.0,9694.0,5237.8134433701,1592784000
2020-06-23,9694.0,9721.3,9575.8,9622.3,3628.18725463,1592870400
2020-06-24,9625.5,9661.7,9200.0,9282.0,5937.3825675202,1592956800
2020-06-25,9290.6,9337.5,8992.4,9233.5,6244.4004857001,1593043200
2020-06-26,9238.0,9285.0,9028.6,9150.3,5297.7242864001,1593129600
2020-06-27,9153.0,9183.3,8812.8,9002.0,4249.82947999,1593216000
2020-06-28,9003.9,9189.3,8937.5,9113.7,2562.549236,1593302400
2020-06-29,9113.8,9230.0,9013.0,9183.5,4167.07503225,1593388800
2020-06-30,9186.4,9199.0,9061.3,9133.9,2685.85190593,1593475200
2020-07-01,9135.0,9300.3,9094.2,9234.5,3526.84648565,1593561600
2020-07-02,9233.9,9269.2,8935.6,9086.0,4547.7909854001,1593648000
2020-07-03,9086.0,9123.1,9041.4,9058.0,1653.45338581,1593734400
2020-07-04,9058.1,9194.79999,9044.9,9138.5,1524.61115908,1593820800
2020-07-05,9138.5,9143.5,8915.1,9083.8,1934.84786304,1593907200
2020-07-06,9083.8,9372.0,9065.2,9348.2,4710.99455936,1593993600
2020-07-07,9347.1,9378.0,9204.1,9256.79999,3589.57390874,1594080000
2020-07-08,9258.4,9480.0,9237.6,9440.1,4307.83769511,1594166400
2020-07-09,9440.0,9440.1,9155.2,9240.2,3777.4654786,1594252800
2020-07-10,9236.0,9314.9,9125.0,9286.0,2669.31130629,1594339200
2020-07-11,9286.1,9296.7,9186.4,9234.6,1145.08067574,1594425600
2020-07-12,9234.5,9340.0,9161.5,9300.0,1680.46695427,1594512000
2020-07-13,9300.0,9367.7,9195.7,9236.2,2851.58611097,1594598400
2020-07-14,9237.2,9275.0,9095.0,9252.2,3085.67496472,1594684800
2020-07-15,9253.9,9272.7,9155.1,9195.0,3307.89184941,1594771200
2020-07-16,9194.9,9208.8,9021.7,9130.9,3908.88889355,1594857600
2020-07-17,9131.0,9182.1,9078.5,9152.2,2171.77982895,1594944000
2020-07-18,9152.2,9208.9,9123.0,9174.1,1053.47145049,1595030400
2020-07-19,9173.7,9238.2,9111.1,9213.7,1355.36543889,1595116800
2020-07-20,9216.1,9224.6,9131.5,9163.0,2034.71910929,1595203200
2020-07-21,9163.0,9436.0,9157.29999,9393.79999,4024.556736,1595289600
2020-07-22,9393.9,9569.0,9281.8,9529.9,3140.4226734399,1595376000
2020-07-23,9529.8,9676.0,9460.0,9612.0,4565.37929496,1595462400
2020-07-24,9612.0,9649.0,9480.0,9553.6,3345.6819382,1595548800
2020-07-25,9553.6,9748.1,9540.9,9710.2,2412.07405751,1595635200
2020-07-26,9712.1,10197.0,9666.7,9939.6,5226.34435476,1595721600
2020-07-27,9939.6,11420.0,9937.1,11046.1,16319.4582922108,1595808000
2020-07-28,11051.0,11263.1,10588.0,10934.0,8491.2430581302,1595894400
2020-07-29,10934.0,11348.0,10852.2,11108.2,6259.9721997901,1595980800
2020-07-30,11111.1,11187.2,10828.8,11114.8,5060.58169325,1596067200
2020-07-31,11114.8,11460.0,10980.0,11356.2,5392.1110028201,1596153600
2020-08-01,11356.1,11883.4,11239.4,11809.9,6936.4057778601,1596240000
2020-08-02,11811.0,12126.6,10590.0,11067.1,9104.7429979403,1596326400
2020-08-03,11072.1,11484.2,10827.9,11237.3,4734.4466450201,1596412800
2020-08-04,11237.1,11419.0,11028.5,11197.5,3414.15225619,1596499200
2020-08-05,11200.0,11791.4,11099.2,11746.0,5231.2420438801,1596585600
2020-08-06,11746.0,11912.2,11579.3,11771.5,4420.08325599,1596672000
2020-08-07,11771.5,11918.7,11350.0,11603.5,5265.4463152701,1596758400
2020-08-08,11603.5,11813.8,11540.0,11768.0,2219.1048216,1596844800
2020-08-09,11768.0,11804.9,11532.5,11687.5,1618.71176563,1596931200
2020-08-10,11689.7,12082.9,11535.5,11898.7,6929.9575936601,1597017600
2020-08-11,11898.7,11939.0,11133.0,11391.7,7266.6847931802,1597104000
2020-08-12,11391.6,11620.0,11163.0,11576.6,4049.43335082,1597190400
2020-08-13,11576.7,11799.0,11269.0,11794.6,4297.03201047,1597276800
2020-08-14,11794.8,11867.1,11658.5,11772.6,3550.7509638,1597363200
2020-08-15,11775.0,11988.0,11675.0,11858.3,3176.34225479,1597449600
2020-08-16,11855.6,11939.5,11701.0,11916.8,1955.79690442,1597536000
2020-08-17,11919.9,12480.6,11775.0,12301.7,6922.3901397102,1597622400
2020-08-18,12301.7,12393.7,11807.7,11957.0,6055.6413622901,1597708800
2020-08-19,11955.2,12020.0,11569.4,11757.4,5945.8071854401,1597795200
2020-08-20,11757.2,11899.7,11675.0,11864.6,3273.30757194,1597881600
2020-08-21,11864.5,11884.8,11500.0,11522.7,3996.95631605,1597968000
2020-08-22,11522.7,11687.0,11350.0,11672.7,2777.61565623,1598054400
2020-08-23,11672.7,11715.0,11525.2,11652.6,1207.43793074,1598140800
2020-08-24,11653.2,11821.9,11600.0,11764.8,2158.26094776,1598227200
2020-08-25,11760.5,11768.8,11120.0,11330.0,5258.2402249101,1598313600
2020-08-26,11330.1,11539.0,11251.7,11469.5,2743.1327653699,1598400000
2020-08-27,11469.6,11598.8,11128.4,11327.9,4708.31889166,1598486400
2020-08-28,11327.9,11549.7,11283.8,11532.6,2688.6904926,1598572800
2020-08-29,11531.0,11580.0,11408.1,11480.9,1489.5777662,1598659200
2020-08-30,11480.9,11715.0,11469.0,11713.1,1357.35992627,1598745600
2020-08-31,11713.0,11785.0,11580.0,11656.9,2463.35273947,1598832000
2020-09-01,11657.2,12068.6,11532.8,11926.8,4036.05221456,1598918400
2020-09-02,11926.3,11955.3,11187.0,11396.9,6179.0642033701,1599004800
2020-09-03,11399.2,11478.0,10025.0,10180.1,10567.1521481002,1599091200
2020-09-04,10180.0,10634.8,9914.6,10463.6,7291.8885893402,1599177600
2020-09-05,10463.5,10565.0,9856.3,10162.2,6725.5237442401,1599264000
2020-09-06,10164.0,10345.0,10010.0,10253.1,2497.15786405,1599350400
2020-09-07,10256.2,10415.3,9877.6,10377.4,4070.35031772,1599436800
2020-09-08,10377.5,10440.0,9850.0,10123.3,5532.3918343401,1599523200
2020-09-09,10123.3,10350.0,9983.2,10229.7,3169.4485066,1599609600
2020-09-10,10229.5,10488.0,10227.5,10350.1,3714.0908714201,1599696000
2020-09-11,10350.0,10411.3,10210.0,10398.2,2682.48875246,1599782400
2020-09-12,10398.1,10475.0,10280.0,10447.5,2068.36599332,1599868800
2020-09-13,10447.5,10573.0,10217.2,10328.2,2427.79196668,1599955200
2020-09-14,10328.2,10745.0,10251.2,10674.9,4151.7322833901,1600041600
2020-09-15,10675.0,10935.0,10620.0,10785.2,4280.9243553801,1600128000
2020-09-16,10785.2,11097.9,10670.2,10951.1,4155.0362098373,1600214400
2020-09-17,10951.3,11043.2,10750.3,10944.8,3387.9454468,1600300800
2020-09-18,10944.8,11039.1,10818.0,10934.7,2354.54057504,1600387200
2020-09-19,10934.8,11178.2,10898.9,11080.7,1827.56916142,1600473600
2020-09-20,11078.0,11078.0,10766.2,10918.5,2298.82352174,1600560000
2020-09-21,10918.6,10985.0,10300.0,10415.0,6425.3480772201,1600646400
2020-09-22,10417.9,10570.0,10362.8,10532.5,3177.44162823,1600732800
2020-09-23,10531.2,10534.0,10134.6,10230.7,4306.7229778201,1600819200
2020-09-24,10230.7,10788.3,10192.4,10740.2,4593.2529370501,1600905600
2020-09-25,10738.9,10761.6,10565.0,10695.1,3847.35826784,1600992000
2020-09-26,10695.3,10835.0,10662.2,10733.3,1457.36381544,1601078400
2020-09-27,10733.4,10799.0,10600.0,10776.1,1581.06337723,1601164800
2020-09-28,10778.4,10945.0,10640.0,10694.1,3476.44848254,1601251200
2020-09-29,10694.1,10860.0,10645.0,10842.2,2743.9082823,1601337600
2020-09-30,10841.4,10842.4,10670.0,10774.9,2473.82922088,1601424000
2020-10-01,10774.9,10930.0,10451.0,10616.1,5064.96171829,1601510400
2020-10-02,10611.0,10655.5,10384.3,10574.8,3866.3273097401,1601596800
2020-10-03,10574.8,10603.7,10504.1,10553.0,1221.43053437,1601683200
2020-10-04,10553.0,10690.0,10531.2,10676.4,1234.25174381,1601769600
2020-10-05,10676.4,10799.0,10632.0,10799.0,2274.02057894,1601856000
2020-10-06,10799.0,10803.6,10527.0,10605.4,3347.5426593,1601942400
2020-10-07,10605.0,10676.6,10552.6,10669.9,2177.50587476,1602028800
2020-10-08,10670.0,10969.6,10540.0,10934.1,4228.0669382801,1602115200
2020-10-09,10931.9,11110.6,10842.0,11060.2,3237.00773051,1602201600
2020-10-10,11060.1,11499.0,11060.1,11301.5,3960.9589007701,1602288000
2020-10-11,11299.4,11443.9,11262.0,11376.6,2180.88632597,1602374400
2020-10-12,11376.6,11725.9,11202.9,11535.8,4883.07187989,1602460800
2020-10-13,11534.6,11560.0,11315.0,11428.6,3464.47542678,1602547200
2020-10-14,11428.9,11555.0,11300.0,11433.1,2817.85908619,1602633600
2020-10-15,11433.2,11628.0,11255.3,11501.0,3310.60603618,1602720000
2020-10-16,11501.0,11549.0,11207.0,11326.9,3689.18449699,1602806400
2020-10-17,11327.0,11411.8,11254.6,11363.9,1155.95428631,1602892800
2020-10-18,11364.0,11515.1,11355.7,11508.9,1062.87912435,1602979200
2020-10-19,11508.8,11838.3,11416.6,11757.0,4364.7070142601,1603065600
2020-10-20,11757.0,12070.0,11678.8,11925.4,5301.9124463201,1603152000
2020-10-21,11926.7,13241.4,11905.7,12813.0,11497.5934743707,1603238400
2020-10-22,12813.0,13199.0,12690.5,12984.1,5337.4366232501,1603324800
2020-10-23,12985.4,13032.8,12735.0,12939.0,3897.1695500701,1603411200
2020-10-24,12939.0,13172.3,12890.7,13130.9,1813.58698169,1603497600
2020-10-25,13130.9,13351.0,12833.0,13039.2,3508.3677975501,1603584000
2020-10-26,13039.8,13243.6,12801.0,13080.0,4628.5776901401,1603670400
2020-10-27,13080.0,13794.8,13064.0,13649.6,7598.8440792702,1603756800
2020-10-28,13649.1,13851.6,12900.0,13289.5,8264.0405736603,1603843200
2020-10-29,13288.0,13644.0,12975.0,13463.1,5549.8502509401,1603929600
2020-10-30,13462.1,13684.9,13131.0,13567.0,6467.9160109703,1604016000
2020-10-31,13567.0,14080.0,13425.5,13809.1,5282.1115520202,1604102400
2020-11-01,13799.0,13900.6,13634.6,13762.5,2302.11145634,1604188800
2020-11-02,13762.6,13840.0,13218.3,13565.8,5151.1168594801,1604275200
2020-11-03,13568.3,14062.8,13305.0,14021.8,5039.1025017402,1604361600
2020-11-04,14028.8,14266.4,13540.7,14163.3,7484.6792284803,1604448000
2020-11-05,14165.7,15782.3,14120.1,15610.4,13893.3531034807,1604534400
2020-11-06,15610.3,15967.0,15177.0,15599.2,9645.327078111,1604620800
2020-11-07,15602.8,15769.9,14365.0,14837.3,7646.3994703811,1604707200
2020-11-08,14837.4,15650.0,14726.6,15480.1,4503.7908673101,1604793600
2020-11-09,15480.0,15843.3,14824.7,15322.9,7504.1805897306,1604880000
2020-11-10,15339.1,15474.9,15100.0,15316.7,3736.89301767,1604966400
2020-11-11,15319.0,15990.0,15300.0,15708.7,6372.8562044102,1605052800
2020-11-12,15708.6,16345.0,15425.3,16307.8,9541.8985202304,1605139200
2020-11-13,16308.6,16489.4,15980.6,16343.4,6047.9709983004,1605225600
2020-11-14,16343.3,16343.4,15735.0,16080.1,3713.3489932701,1605312000
2020-11-15,16086.5,16170.5,15801.0,15962.3,2083.20526402,1605398400
2020-11-16,15966.8,16892.9,15884.3,16721.1,6629.5338163103,1605484800
2020-11-17,16723.8,17876.1,16569.5,17684.8,10140.2782553404,1605571200
2020-11-18,17680.0,18495.0,17200.0,17800.0,13809.8437287403,1605657600
2020-11-19,17800.0,18200.0,17369.0,17828.2,6833.9010904703,1605744000
2020-11-20,17827.4,18824.0,17780.0,18680.2,6868.2597017003,1605830400
2020-11-21,18673.6,18977.5,18333.0,18708.7,4874.5354938401,1605916800
2020-11-22,18708.7,18764.9,17620.0,18450.2,6457.6718989302,1606003200
2020-11-23,18433.7,18780.0,18005.0,18387.8,6160.7814073902,1606089600
2020-11-24,18380.2,19448.0,18069.7,19173.8,9038.2961205006,1606176000
2020-11-25,19169.6,19509.3,18425.1,18723.4,6923.7007867703,1606262400
2020-11-26,18725.9,18900.0,16210.0,17164.6,18298.6892329206,1606348800
2020-11-27,17165.0,17460.0,16450.8,17144.2,5962.0483879304,1606435200
2020-11-28,17146.0,17890.0,16871.1,17732.9,5037.3462235501,1606521600
2020-11-29,17731.6,18356.1,17525.0,18194.2,5284.4009788502,1606608000
2020-11-30,18195.6,19850.0,16660.0,19708.1,13486.0180272008,1606694400
2020-12-01,19706.5,19947.5,18111.0,18782.9,12790.053358841,1606780800
2020-12-02,18777.0,19350.0,18347.1,19231.4,6800.5585341904,1606867200
2020-12-03,19219.3,19600.0,18851.9,19451.3,5045.7282646203,1606953600
2020-12-04,19440.7,19536.1,18561.6,18665.8,5834.1169808403,1607040000
2020-12-05,18655.0,19179.3,18511.0,19153.0,2374.3677933,1607126400
2020-12-06,19153.1,19437.0,18857.8,19392.9,2717.60065321,1607212800
2020-12-07,19385.0,19440.0,18900.0,19178.6,3138.3648126,1607299200
2020-12-08,19182.5,19300.0,18120.0,18320.5,6386.0188942304,1607385600
2020-12-09,18313.1,18640.0,17649.9,18548.5,7731.9433204309,1607472000
2020-12-10,18548.4,18557.2,17911.1,18245.5,4911.0903680802,1607558400
2020-12-11,18246.4,18285.0,17572.0,18031.5,6183.5641757404,1607644800
2020-12-12,18031.5,18986.9,18024.0,18806.9,4583.5004371102,1607731200
2020-12-13,18814.4,19420.0,18712.6,19164.1,4740.4116830301,1607817600
2020-12-14,19163.0,19342.7,19002.0,19281.1,3153.24214073,1607904000
2020-12-15,19281.0,19551.5,19048.9,19439.7,5539.3514557002,1607990400
2020-12-16,19439.5,21577.4,19302.4,21378.1,11843.6787973608,1608076800
2020-12-17,21361.7,23751.0,21264.4,22826.2,18993.4418147003,1608163200
2020-12-18,22811.8,23317.1,22308.2,23130.5,6050.9375516505,1608249600
2020-12-19,23132.8,24288.2,22800.0,23871.5,6255.1278031004,1608336000
2020-12-20,23871.5,24297.7,23084.9,23480.7,5876.1003718503,1608422400
2020-12-21,23480.8,24090.0,21885.6,22716.1,10783.1826497905,1608508800
2020-12-22,22724.6,23837.0,22354.2,23828.2,5728.0076678903,1608595200
2020-12-23,23823.0,24080.0,22629.2,23226.7,8830.5519555104,1608681600
2020-12-24,23225.5,23750.0,22723.0,23718.6,4800.5252105802,1608768000
2020-12-25,23718.7,24777.7,23410.8,24698.6,6178.7795145502,1608854400
2020-12-26,24703.8,26800.0,24500.0,26441.2,9648.0553673107,1608940800
2020-12-27,26442.2,28353.2,25634.6,26251.4,14257.9986173218,1609027200
2020-12-28,26238.0,27460.9,26056.4,27029.5,7871.3414998205,1609113600
2020-12-29,27028.9,27400.0,25850.0,27376.2,8698.4526036105,1609200000
2020-12-30,27376.2,28972.1,27346.0,28879.9,10428.391221441,1609286400
2020-12-31,28880.0,29291.7,27844.0,28959.2,7612.5243863706,1609372800
2021-01-01,28959.4,29670.0,28672.3,29398.9,5856.8689765704,1609459200
2021-01-02,29398.7,33245.0,29028.7,32238.8,19615.9135088909,1609545600
2021-01-03,32215.4,34771.0,32002.0,33082.7,12135.9257712914,1609632000
2021-01-04,33082.7,33652.3,27920.0,32048.0,16125.6284049796,1609718400
2021-01-05,32047.9,34499.0,29910.5,34050.0,10982.675537282,1609804800
2021-01-06,34049.7,36989.0,33373.4,36876.7,12345.5920016518,1609891200
2021-01-07,36873.4,40376.9,36201.0,39489.0,16175.895568712,1609977600
2021-01-08,39489.0,41989.0,36618.0,40666.7,14072.2190359223,1610064000
2021-01-09,40644.2,41418.0,38765.2,40252.1,5989.3625067904,1610150400
2021-01-10,40256.8,41437.5,34875.0,38170.5,14578.1203826714,1610236800
2021-01-11,38170.3,38249.9,30302.0,35439.3,27061.9819623096,1610323200
2021-01-12,35444.0,36626.6,32416.8,34046.4,13744.9520174716,1610409600
2021-01-13,34038.2,37820.0,32349.9,37390.1,13128.5398225415,1610496000
2021-01-14,37390.1,40115.0,36676.6,39151.6,10488.496784331,1610582400
2021-01-15,39121.5,39686.1,34371.0,36739.8,13486.0383900916,1610668800
2021-01-16,36744.6,37947.5,35342.2,36014.6,8842.4225209305,1610755200
2021-01-17,36010.5,36873.9,33850.0,35816.4,9017.8962708507,1610841600
2021-01-18,35815.6,37400.0,34754.5,36622.5,7464.6263377408,1610928000
2021-01-19,36622.5,37860.0,35900.0,35925.6,6298.6763768309,1611014400
2021-01-20,35925.5,36396.7,33374.0,35511.8,9170.1907456712,1611100800
2021-01-21,35511.8,35614.1,30056.1,30832.6,19513.4329556502,1611187200
2021-01-22,30832.5,33850.0,28800.0,33000.0,15251.5497922314,1611273600
2021-01-23,33000.1,33496.4,31350.0,32100.5,6099.1139601405,1611360000
2021-01-24,32101.1,33088.2,30950.0,32292.0,4828.2680452901,1611446400
2021-01-25,32297.8,34872.7,31908.7,32274.4,9134.6478983512,1611532800
2021-01-26,32266.9,32932.8,30816.2,32501.0,8854.2051065709,1611619200
